UID_MEDIAFILM,TITRE_ORIGINAL,TITRE_FRANÇAIS,PAYS_1,PAYS_2,PAYS_3,PAYS_4,PAYS_5,PAYS_6,ANNÉE_PRODUCTION,COTE_MEDIAFILM,GENRE,DATE_HEURE_DIFFUSION,RÉALISATION
49498,Last Night,"Nuit dernière, La",US,FR,,,,,2010,5,Drame sentimental,2016-04-22T23:00:00,Massy Tadjedin 
61751,Seven Psychopaths,"Psychopathes, Les",GB,,,,,,2012,4,Comédie,2016-04-23T23:40:00,Martin McDonagh 
50304,Temple Grandin,Temple Grandin,US,,,,,,2010,3,Drame biographique,2016-04-24T15:00:00,Mick Jackson 
50498,"Kids Are All Right, The","Famille unique, Une",US,,,,,,2009,4,Comédie dramatique,2016-04-24T23:30:00,Lisa Cholodenko 
55215,"Great Game, The","Grand Jeu, Le",GB,,,,,,2010,0,Drame policier,2016-04-25T01:30:00,Paul McGuigan 
17909,Gorillas in the Mist,Gorilles dans la brume,US,,,,,,1988,3,Drame biographique,2016-04-29T23:00:00,Michael Apted 
64473,"World's End, The","Dernier Pub avant la fin du monde, Le",GB,,,,,,2013,4,Comédie fantaisiste,2016-04-30T22:40:00,Edgar Wright 
60349,Gone,Disparue,US,,,,,,2012,5,Thriller,2016-05-01T00:40:00,Heitor Dhalia 
30493,Cat on a Hot Tin Roof,"Chatte sur un toit brûlant, La",US,,,,,,1958,3,Drame psychologique,2016-05-01T23:20:00,Richard Brooks 
48907,Cliente,Cliente,FR,,,,,,2007,5,Comédie dramatique,2016-05-02T01:10:00,Josiane Balasko 
55514,It's Kind of a Funny Story,C'est comme une drôle d'histoire,US,,,,,,2010,4,Comédie dramatique,2016-05-02T14:30:00,"Ryan Fleck, Anna Boden "
32266,How to Marry a Millionaire,Comment épouser un millionnaire,US,,,,,,1953,5,Comédie,2016-05-03T14:30:00,Jean Negulesco 
29824,Pillow Talk,Confidences sur l'oreiller,US,,,,,,1959,4,Comédie sentimentale,2016-05-04T14:30:00,Michael Gordon 
57979,Genova,Un Été italien,GB,IT,,,,,2008,4,Drame psychologique,2016-05-05T14:30:00,Michael Winterbottom 
38529,Radio,Radio,US,,,,,,2003,5,Chronique,2016-05-06T14:30:00,Mike Tollin 
64313,Behind the Candelabra,Ma vie avec Liberace,US,,,,,,2013,3,Drame biographique,2016-05-06T23:00:00,Steven Soderbergh 
59182,Planète Yoga,Planète Yoga,CA,QC,,,,,2011,5,Documentaire,2016-05-07T01:15:00,Carlos Ferrand 
55601,"Whistleblower, The","Dénonciation, La",CA,DE,,,,,2010,4,Drame,2016-05-07T22:30:00,Larysa Kondracki 
50590,Gunless,Désarmé,CA,,,,,,2010,5,Western,2016-05-08T00:30:00,William Phillips 
823,Paulie,Paulie,US,,,,,,1998,4,Comédie fantaisiste,2016-05-08T15:00:00,John Roberts 
24554,"Veuve Couderc, La","Veuve Couderc, La",FR,IT,,,,,1971,3,Drame de moeurs,2016-05-09T01:50:00,Pierre Granier-Deferre 
49988,RTT,RTT,FR,,,,,,2009,5,Comédie,2016-05-09T14:30:00,Frédéric Berthe 
41059,Miracle Run,"Défi d'une mère, Le",US,,,,,,2004,5,Drame,2016-05-10T14:30:00,Gregg Champion 
27860,"Drôle de caïd, Un","Drôle de caïd, Un",FR,,,,,,1964,5,Comédie,2016-05-11T14:30:00,Jacques Poitrenaud 
48235,"Baiser du barbu, Le","Baiser du barbu, Le",CA,QC,,,,,2009,5,Comédie sentimentale,2016-05-12T14:30:00,Yves Pelletier 
32234,Gentlemen Prefer Blondes,"Hommes préfèrent les blondes, Les",US,,,,,,1953,4,Comédie musicale,2016-05-13T14:30:00,Howard Hawks 
48844,"Book of Eli, The","Livre d'Elie, Le",US,,,,,,2010,5,Aventures,2016-05-13T23:00:00,"Albert Hughes, Allen Hughes "
50780,"Cité, La","Cité, La",CA,QC,CH,,,,2009,4,Drame de guerre,2016-05-14T01:30:00,Kim Nguyen 
39165,Hope Springs,Hope Springs,GB,,,,,,2002,5,Comédie sentimentale,2016-05-14T22:30:00,Mark Herman 
929,"Avengers, The",Chapeau melon et bottes de cuir,US,,,,,,1998,5,Drame d'espionnage,2016-05-15T00:30:00,Jeremiah Chechik 
46003,Coraline,Coraline,US,,,,,,2008,3,Film d'animation,2016-05-15T15:00:00,Henry Selick 
47552,Fish Tank,Fish Tank,GB,,,,,,2009,3,Drame,2016-05-15T23:00:00,Andrea Arnold 
11389,"Vie devant soi, La","Vie devant soi, La",FR,,,,,,1977,3,Drame de moeurs,2016-05-16T01:00:00,Moshé Mizrahi 
50579,"Enfant prodige, L'","Enfant prodige, L'",CA,QC,,,,,2010,5,Drame biographique,2016-05-16T14:30:00,Luc Dionne 
39563,Little Black Book,"Petit Carnet noir, Le",US,,,,,,2004,5,Comédie sentimentale,2016-05-17T14:30:00,Nick Hurran 
46837,Easy Virtue,Un Mariage de rêve,GB,US,,,,,2008,4,Comédie sentimentale,2016-05-18T14:30:00,Stephan Elliott 
56003,Donnant donnant,Donnant donnant,FR,,,,,,2010,6,Comédie,2016-05-19T14:30:00,Isabelle Mergault 
15005,Welcome Home Roxy Carmichael,Bienvenue Roxy Carmichael,US,,,,,,1990,5,Comédie dramatique,2016-05-20T14:30:00,Jim Abrahams 
666,John Grisham's the Rainmaker,"Idéaliste, L'",US,,,,,,1997,4,Drame judiciaire,2016-05-20T23:00:00,Francis Ford Coppola 
12952,"Conversation, The",Conversation secrète,US,,,,,,1974,2,Thriller,2016-05-21T01:30:00,Francis Ford Coppola 
45907,Revolutionary Road,"Noces rebelles, Les",US,,,,,,2008,4,Drame psychologique,2016-05-21T22:30:00,Sam Mendes 
347,Cutthroat Island,"Île Coupe-Gorge, L'",US,,,,,,1995,5,Aventures,2016-05-22T00:45:00,Renny Harlin 
46851,"Proposal, The","Proposition, La",US,,,,,,2009,5,Comédie sentimentale,2016-05-22T15:00:00,Anne Fletcher 
47665,"Prophète, Un","Prophète, Un",FR,IT,,,,,2009,2,Drame de moeurs,2016-05-22T23:00:00,Jacques Audiard 
33019,Casque d'or,Casque d'or,FR,,,,,,1951,2,Drame de moeurs,2016-05-23T01:30:00,Jacques Becker 
48545,"Arnacoeur, L'","Arnacoeur, L'",FR,,,,,,2009,5,Comédie dramatique,2016-05-23T14:30:00,Pascal Chaumeil 
26825,"Fiction Makers, The ",Quand la réalité dépasse la fiction,GB,,,,,,1967,5,Drame policier,2016-05-24T14:30:00,Roy Ward Baker 
25971,Vendetta for the Saint,Vendetta pour le Saint,GB,,,,,,1970,6,Comédie dramatique,2016-05-25T14:30:00,Jim O'Connolly 
63804,Austenland,Coup de foudre à Austenland,US,GB,,,,,2012,5,Comédie sentimentale,2016-05-26T14:30:00,Jerusha Hess 
39200,I Want to Marry Ryan Banks,"Gentleman célibataire, Le",US,CA,,,,,2004,5,Comédie sentimentale,2016-05-27T14:30:00,Sheldon Larry 
49252,Extraordinary Measures,Mesures extraordinaires,US,,,,,,2010,5,Drame,2016-05-27T23:00:00,Tom Vaughan 
51174,Wild Target,Petits Meurtres à l'anglaise,GB,,,,,,2009,5,Comédie policière,2016-05-28T01:00:00,Jonathan Lynn 
60517,Maïna,Maïna,CA,,,,,,2012,5,Aventures,2016-05-28T22:30:00,Michel Poulette 
45680,"Premier Jour du reste de ta vie, Le","Premier Jour du reste de ta vie, Le",FR,,,,,,2008,4,Comédie dramatique,2016-05-29T00:30:00,Rémi Bezançon 
45960,Inkheart,Coeur d'encre,DE,GB,US,,,,2008,5,Drame fantastique,2016-05-29T15:00:00,Iain Softley 
47645,Agora,Agora,ES,,,,,,2009,4,Drame historique,2016-05-29T23:00:00,Alejandro Amenabar 
48514,Old Dogs,"2 font la père, Les",US,,,,,,2009,6,Comédie,2016-05-30T01:00:00,Walt Becker 
27219,Arabesque,Arabesque,US,,,,,,1966,3,Comédie,2016-05-30T14:30:00,Stanley Donen 
48184,Cooking With Stella,"Cuisine de Stella, La",CA,,,,,,2009,5,Comédie dramatique,2016-05-31T14:30:00,Dilip Mehta 
62313,Associés contre le crime...,Associés contre le crime...,FR,,,,,,2012,5,Comédie policière,2016-06-01T14:30:00,Pascal Thomas 
44156,Martian Child,"Enfant de Mars, L'",US,,,,,,2007,4,Drame psychologique,2016-06-02T14:30:00,Menno Meyjes 
67273,Fiston,Fiston,FR,,,,,,2014,5,Comédie,2016-06-03T14:30:00,Pascal Bourdiaux 
63837,Blue Jasmine,Jasmine French,US,,,,,,2013,3,Comédie dramatique,2016-06-03T20:00:00,Woody Allen 
47592,"Hurt Locker, The",Démineur,US,,,,,,2008,3,Drame de guerre,2016-06-03T23:00:00,Kathryn Bigelow 
59062,Snow Flower and the Secret Fan,Fleur de neige et l'éventail secret,CN,,,,,,2011,5,Drame historique,2016-06-04T01:30:00,Wayne Wang 
59495,10 Years,Déjà 10 ans,US,,,,,,2011,5,Drame,2016-06-04T22:30:00,Jamie Linden 
58291,Going Postal,Timbré,GB,,,,,,2010,0,Drame,2016-06-05T00:30:00,Jon Jones 
46632,17 Again,Encore 17 ans,US,,,,,,2009,5,Comédie fantaisiste,2016-06-05T15:00:00,Burr Steers 
63061,Gare du Nord,Gare du Nord,FR,CA,QC,,,,2013,4,Drame,2016-06-05T23:00:00,Claire Simon 
16366,Delicatessen,Delicatessen,FR,,,,,,1991,3,Comédie,2016-06-06T01:00:00,"Jean-Pierre Jeunet, Marc Caro "
1087,Still Crazy,"Cinglés, Les",GB,,,,,,1998,4,Comédie de moeurs,2016-06-06T14:30:00,Brian Gibson 
64142,20 Ans d'écart,20 Ans d'écart,FR,,,,,,2012,4,Comédie sentimentale,2016-06-07T14:30:00,David Moreau 
43683,Gracie,Gracie,US,,,,,,2007,5,Drame sportif,2016-06-08T14:30:00,Davis Guggenheim 
12878,"Front Page, The",Spéciale Première,US,,,,,,1974,4,Comédie de moeurs,2016-06-09T14:30:00,Billy Wilder 
45342,Vicky Cristina Barcelona,Vicky Cristina Barcelona,ES,US,,,,,2008,4,Comédie sentimentale,2016-06-10T14:30:00,Woody Allen 
38438,Under the Tuscan Sun,Sous le soleil de Toscane,US,,,,,,2003,4,Chronique,2016-06-10T20:00:00,Audrey Wells 
50298,"Ghost Writer, The","Écrivain fantôme, L'",FR,DE,GB,,,,2010,3,Thriller,2016-06-10T23:00:00,Roman Polanski 
41,Bottle Rocket,Tête brûlée,US,,,,,,1995,5,Comédie de moeurs,2016-06-11T01:30:00,Wes Anderson 
64347,Mr Hockey: The Gordie Howe Story,M. Hockey - L'histoire de Gordie Howe,US,,,,,,2013,0,Drame sportif,2016-06-11T22:30:00,Andy Mikita 
50514,"Runaways, The","Runaways, The",US,,,,,,2010,4,Drame musical,2016-06-12T00:30:00,Floria Sigismondi 
2107,"Mystérieuse Mademoiselle C., La","Mystérieuse Mademoiselle C., La",CA,QC,,,,,2002,4,Comédie fantaisiste,2016-06-12T15:00:00,Richard Ciupka 
48518,Everybody's Fine,Tout va bien,US,,,,,,2009,4,Comédie dramatique,2016-06-12T23:00:00,Kirk Jones 
53648,Stuart: A Life Backwards,Stuart: Une vie à l'envers,GB,,,,,,2007,0,Drame,2016-06-13T00:45:00,David Attwood 
49139,Mademoiselle Chambon,Mademoiselle Chambon,FR,,,,,,2009,3,Drame sentimental,2016-06-13T14:30:00,Stéphane Brizé 
23726,California Suite,Suite California,US,,,,,,1978,4,Comédie,2016-06-14T14:30:00,Herbert Ross 
414,Unhook the Stars,Décroche les étoiles,FR,US,,,,,1997,4,Drame psychologique,2016-06-15T14:30:00,Nick Cassavetes 
18271,Three Men and a Baby,Trois Hommes et un bébé,US,,,,,,1987,4,Comédie,2016-06-16T14:30:00,Leonard Nimoy 
50237,"Dernière Fugue, La","Dernière Fugue, La",CA,QC,LU,,,,2010,5,Drame,2016-06-17T14:30:00,Léa Pool 
60668,Step Up Revolution,Dansez dans les rues 4,US,,,,,,2012,6,Drame musical,2016-06-17T20:00:00,Scott Speer 
59168,Page Eight,Page 8,GB,US,,,,,2011,4,Drame politique,2016-06-17T23:00:00,David Hare 
47852,"Life Before Her Eyes, The","Vie devant ses yeux, La",US,,,,,,2007,5,Drame psychologique,2016-06-18T01:00:00,Vadim Perelman 
62583,Thanks For Sharing,Accros au sexe,US,,,,,,2012,4,Comédie dramatique,2016-06-18T22:30:00,Stuart Blumberg 
48914,Harry Brown,Harry Brown,GB,,,,,,2009,4,Drame de moeurs,2016-06-19T00:30:00,Daniel Barber 
39226,"Incomparable Mademoiselle C., L'","Incomparable Mademoiselle C., L'",CA,QC,,,,,2004,4,Comédie fantaisiste,2016-06-19T15:00:00,Richard Ciupka 
57390,Tomboy,Tomboy,FR,,,,,,2011,3,Drame psychologique,2016-06-19T23:00:00,Céline Sciamma 
57037,Win Win,Gagnant gagnant,US,,,,,,2011,3,Comédie dramatique,2016-06-20T00:25:00,Tom McCarthy 
65018,Clear History,Effacer l'histoire,US,,,,,,2013,4,Comédie,2016-06-20T14:30:00,Greg Mottola 
45519,"Duchess, The","Duchesse, La",GB,,,,,,2008,4,Drame historique,2016-06-21T14:30:00,Saul Dibb 
62312,Du vent dans mes mollets,Du vent dans mes mollets,FR,,,,,,2012,4,Comédie dramatique,2016-06-22T14:30:00,Carine Tardieu 
48910,"Trotsky, The","Trotski, Le",CA,QC,,,,,2009,4,Comédie,2016-06-23T14:30:00,Jacob Tierney 
55056,"Peur de l'eau, La","Peur de l'eau, La",CA,QC,,,,,2011,5,Drame policier,2016-06-24T14:30:00,Gabriel Pelletier 
65332,Tom à la ferme,Tom à la ferme,CA,QC,FR,,,,2013,4,Drame,2016-06-25T00:30:00,Xavier Dolan 
49050,Filière 13,Filière 13,CA,QC,,,,,2010,5,Comédie policière,2016-06-25T22:30:00,Patrick Huard 
42640,Fauteuils d'orchestre,Fauteuils d'orchestre,FR,,,,,,2005,4,Comédie,2016-06-26T00:30:00,Danièle Thompson 
293,Harriet the Spy,Harriet l'espionne,US,,,,,,1996,4,Comédie dramatique,2016-06-26T15:00:00,Bronwen Hughes 
15523,Léolo,Léolo,CA,QC,FR,,,,1992,3,Chronique,2016-06-26T23:00:00,Jean-Claude Lauzon 
15725,My Own Private Idaho,Mon Idaho,US,,,,,,1991,3,Drame de moeurs,2016-06-27T00:45:00,Gus Van Sant 
47528,Mauvaise Foi,Mauvaise Foi,FR,,,,,,2007,4,Comédie,2016-06-27T14:30:00,Roschdy Zem 
21693,On Golden Pond,"Maison du lac, La",US,,,,,,1981,4,Comédie dramatique,2016-06-28T14:30:00,Mark Rydell 
62436,Cherchez Hortense,Cherchez Hortense,FR,,,,,,2012,4,Comédie dramatique,2016-06-29T14:30:00,Pascal Bonitzer 
56824,"Year Dolly Parton Was My Mom, The","Dolly Parton, ma mère et moi",CA,QC,,,,,2011,5,Comédie dramatique,2016-06-30T14:30:00,Tara Johns 
61755,Life of Pi,"Histoire de Pi, L'",US,,,,,,2012,3,Aventures,2016-07-01T14:00:00,Ang Lee 
48899,Chloe,Chloé,US,CA,FR,,,,2009,4,Drame de moeurs,2016-07-02T01:30:00,Atom Egoyan 
62014,Hot Dog,Hot Dog,CA,QC,,,,,2012,6,Comédie,2016-07-02T22:30:00,Marc-André Lavoie 
45755,Ça se soigne?,Ça se soigne?,FR,,,,,,2008,5,Comédie,2016-07-03T00:30:00,Laurent Chouchan 
46588,"Renard et l'enfant, Le","Renard et l'enfant, Le",FR,,,,,,2007,4,Conte,2016-07-03T15:00:00,Luc Jacquet 
1526,"Virgin Suicides, The",Cri ultime,US,,,,,,1999,3,Comédie dramatique,2016-07-03T23:00:00,Sofia Coppola 
38343,C'est le bouquet!,C'est le bouquet!,FR,,,,,,2002,5,Comédie de moeurs,2016-07-04T00:30:00,Jeanne Labrune 
45331,"Été sans point ni coup sûr, Un","Été sans point ni coup sûr, Un",CA,QC,,,,,2008,4,Chronique,2016-07-04T14:30:00,Francis Leclerc 
37556,Normal,Normal,US,,,,,,2003,4,Drame,2016-07-05T14:30:00,Jane Anderson 
27221,"Countess From Hong Kong, A","Comtesse de Hong Kong, La",GB,,,,,,1966,4,Comédie sentimentale,2016-07-06T14:30:00,Charles Chaplin 
59427,Hysteria,"Petite Histoire du plaisir, La",GB,US,FR,LU,,,2011,5,Comédie sentimentale,2016-07-07T14:30:00,Tanya Wexler 
40998,Quand la mer monte,Quand la mer monte,FR,,,,,,2004,3,Comédie sentimentale,2016-07-08T14:30:00,"Gilles Porte, Yolande Moreau "
67488,"Règne de la beauté, Le","Règne de la beauté, Le",CA,QC,,,,,2014,5,Drame sentimental,2016-07-08T20:00:00,Denys Arcand 
30872,"Bridge on the River Kwai, The","Pont de la rivière Kwaï, Le",GB,,,,,,1957,2,Drame de guerre,2016-07-09T00:30:00,David Lean 
46851,"Proposal, The","Proposition, La",US,,,,,,2009,5,Comédie sentimentale,2016-07-09T22:30:00,Anne Fletcher 
66553,100% cachemire,100% cachemire,FR,,,,,,2013,5,Comédie,2016-07-10T00:30:00,Valérie Lemercier 
47358,Bandslam,Bandslam,US,,,,,,2009,4,Comédie dramatique,2016-07-10T15:00:00,Todd Graff 
38400,Lost in Translation,Traduction infidèle,US,,,,,,2003,3,Comédie sentimentale,2016-07-10T23:00:00,Sofia Coppola 
64055,Nachtzug nach Lissabon,Train de nuit pour Lisbonne,DE,CH,PT,,,,2012,4,Drame,2016-07-11T00:40:00,Bille August 
59048,One for the Money,"Prime, La",US,,,,,,2011,5,Comédie policière,2016-07-11T14:30:00,Julie Anne Robinson 
32056,River of No Return,"Rivière sans retour, La",US,,,,,,1953,3,Western,2016-07-12T14:30:00,Otto Preminger 
595,In & Out,"Pot aux roses, Le",US,,,,,,1997,4,Comédie de moeurs,2016-07-13T14:30:00,Frank Oz 
657,"Palmes de M. Schutz, Les","Palmes de M. Schutz, Les",FR,,,,,,1996,3,Comédie,2016-07-14T14:30:00,Claude Pinoteau 
61511,Whole Lotta Sole,Coup de filet,GB,IE,,,,,2011,6,Comédie policière,2016-07-15T14:30:00,Terry George 
60667,Moonrise Kingdom,Moonrise Kingdom,US,,,,,,2012,3,Comédie dramatique,2016-07-16T00:30:00,Wes Anderson 
70945,Nuestro Monte Luna,Notre lune des bois,CA,CO,,,,,2015,0,Documentaire,2016-07-16T22:30:00,Pablo Alvarez-Mesa 
54221,Frequently Asked Questions About Time Travel,"Petit Guide du voyage dans le temps, Le",GB,,,,,,2008,4,Comédie fantaisiste,2016-07-16T23:30:00,Gareth Carrivick 
47331,"Time Traveler's Wife, The","Temps n'est rien, Le",US,,,,,,2009,4,Drame sentimental,2016-07-17T15:00:00,Robert Schwentke 
48198,Where the Wild Things Are,Max et les maximonstres,US,,,,,,2009,3,Comédie fantaisiste,2016-07-17T23:00:00,Spike Jonze 
344,Au Petit Marguery,Au Petit Marguery,FR,,,,,,1995,4,Comédie dramatique,2016-07-18T00:40:00,Laurent Bénégui 
28227,"Thrill of It All, The ","Piment de la vie, Le",US,,,,,,1963,4,Comédie,2016-07-18T14:30:00,Norman Jewison 
59624,Bienvenue à bord,Bienvenue à bord,FR,,,,,,2011,6,Comédie,2016-07-19T14:30:00,Éric Lavaine 
32171,Mogambo,Mogambo,US,,,,,,1953,4,Aventures,2016-07-20T14:30:00,John Ford 
49233,"Amours imaginaires, Les","Amours imaginaires, Les",CA,QC,,,,,2010,4,Comédie sentimentale,2016-07-21T14:30:00,Xavier Dolan 
65551,Hateship Loveship,"Un peu, beaucoup... pas du tout",US,,,,,,2013,4,Drame sentimental,2016-07-22T14:30:00,Liza Johnson 
63825,1987,1987,CA,QC,,,,,2013,4,Comédie,2016-07-22T20:00:00,Ricardo Trogi 
62504,Do Not Disturb,Do Not Disturb,FR,,,,,,2012,5,Comédie de moeurs,2016-07-23T00:30:00,Yvan Attal 
43774,Ma tante Aline,Ma tante Aline,CA,QC,,,,,2007,6,Comédie,2016-07-23T22:30:00,Gabriel Pelletier 
64015,Vive la France,Vive la France,FR,,,,,,2012,5,Comédie,2016-07-24T00:30:00,Michaël Youn 
55924,Monte Carlo,Monte Carlo,US,,,,,,2011,5,Comédie,2016-07-24T15:00:00,Thomas Bezucha 
26085,Sweet Charity,Sweet Charity,US,,,,,,1968,3,Comédie musicale,2016-07-24T23:00:00,Bob Fosse 
44497,"Incredible Journey of Mary Bryant, The","Incroyable Voyage de Mary Bryant, L'",AU,GB,,,,,2006,4,Drame,2016-07-25T01:30:00,Peter Andrikidis 
64413,"Kings of Summer, The","Rois de l'été, Les",US,,,,,,2013,4,Comédie,2016-07-25T14:30:00,Jordan Vogt-Roberts 
17515,Tucker - The Man and His Dream,Tucker - L'Homme et son rêve,US,,,,,,1988,3,Drame biographique,2016-07-26T14:30:00,Francis Ford Coppola 
44645,I Could Never Be Your Woman,Jamais ensemble,US,,,,,,2008,5,Comédie sentimentale,2016-07-27T14:30:00,Amy Heckerling 
39556,Confidences trop intimes,Confidences trop intimes,FR,,,,,,2003,4,Drame sentimental,2016-07-28T14:30:00,Patrice Leconte 
63773,Amitiés sincères,Amitiés sincères,FR,,,,,,2012,4,Comédie dramatique,2016-07-29T14:30:00,"Stéphan Archinard, François Prévôt-Leygonie "
39481,Camping sauvage,Camping sauvage,CA,QC,,,,,2004,4,Comédie,2016-07-29T20:00:00,"Guy A. Lepage, Sylvain Roy "
16568,Reversal of Fortune,"Mystère von Bulow, Le",US,,,,,,1990,3,Drame judiciaire,2016-07-30T00:30:00,Barbet Schroeder 
45351,Tropic Thunder,Tonnerre sous les tropiques,US,,,,,,2008,5,Comédie satirique,2016-07-30T22:30:00,Ben Stiller 
18271,Three Men and a Baby,Trois Hommes et un bébé,US,,,,,,1987,4,Comédie,2016-07-31T00:30:00,Leonard Nimoy 
47593,G-Force,Opération G-Force,US,,,,,,2009,4,Comédie fantaisiste,2016-07-31T15:00:00,Hoyt Yeatman 
64504,"4 Soldats, Les","4 Soldats, Les",CA,QC,,,,,2013,4,Drame,2016-07-31T23:00:00,Robert Morin 
15810,Stalin,Staline,US,,,,,,1992,5,Drame biographique,2016-08-01T00:20:00,Ivan Passer 
67880,"7.39, The",Romance de gare,GB,,,,,,2014,0,Drame,2016-08-01T14:30:00,John Alexander 
26917,Three on a Couch,Trois sur un sofa,US,,,,,,1966,4,Comédie,2016-08-02T14:30:00,Jerry Lewis 
55657,Mademoiselle Drot,Mademoiselle Drot,FR,,,,,,2010,4,Drame,2016-08-04T14:30:00,Christian Faure 
70260,"Bachelor Weekend, The",Week-end de débauche,IE,,,,,,2013,5,Comédie,2016-08-05T14:30:00,John Butler 
56115,Coteau rouge,Coteau rouge,CA,QC,,,,,2011,4,Comédie dramatique,2016-08-07T00:30:00,André Forcier 
52512,"Poison violent, Un","Poison violent, Un",FR,,,,,,2010,4,Drame psychologique,2016-08-08T01:30:00,Katell Quillévéré 
58299,Detachment,Détachement,US,,,,,,2011,4,Drame,2016-08-09T00:30:00,Tony Kaye 
65583,Third Person,Puzzle,US,,,,,,2013,5,Drame,2016-08-10T00:30:00,Paul Haggis 
55611,"Yves Saint Laurent - Pierre Bergé, l'amour fou","Amour fou, L'",FR,,,,,,2010,3,Documentaire,2016-08-11T00:30:00,Pierre Thoretton 
18029,Dead Ringers,Alter Ego,CA,,,,,,1988,4,Drame psychologique,2016-08-13T00:30:00,David Cronenberg 
231,"Beaumarchais, l'insolent","Beaumarchais, l'insolent",FR,,,,,,1996,4,Comédie de moeurs,2016-08-14T00:30:00,Édouard Molinaro 
16325,Fried Green Tomatoes,"Secret est dans la sauce, Le",US,,,,,,1991,4,Comédie dramatique,2016-08-15T00:00:00,Jon Avnet 
1781,Pollock,Pollock,US,,,,,,2000,4,Drame biographique,2016-08-17T00:00:00,Ed Harris 
59182,Planète Yoga,Planète Yoga,CA,QC,,,,,2011,5,Documentaire,2016-08-18T00:00:00,Carlos Ferrand 
57723,"Dangerous Method, A","Méthode dangereuse, Une",GB,DE,CA,CH,,,2011,3,Drame historique,2016-08-20T00:00:00,David Cronenberg 
59450,Killer Joe,Killer Joe,US,,,,,,2011,4,Comédie policière,2016-08-21T00:00:00,William Friedkin 
33034,"American in Paris, An","Américain à Paris, Un",US,,,,,,1951,2,Comédie musicale,2016-08-21T23:00:00,Vincente Minnelli 
31802,"Seven Year Itch, The",Sept ans de réflexion,US,,,,,,1954,2,Comédie,2016-08-22T14:30:00,Billy Wilder 
46633,Ghosts of Girlfriends Past,Hanté par ses ex,US,,,,,,2009,4,Comédie sentimentale,2016-08-23T00:00:00,Mark Waters 
65457,Burton and Taylor,Liz Taylor et Richard Burton,GB,,,,,,2013,0,Drame biographique,2016-08-23T14:30:00,Richard Laxton 
65540,Attila Marcel,Attila Marcel,FR,,,,,,2013,4,Comédie fantaisiste,2016-08-24T14:30:00,Sylvain Chomet 
27848,Send Me No Flowers,Ne m'envoyez pas de fleurs,US,,,,,,1964,4,Comédie,2016-08-25T14:30:00,Norman Jewison 
4595,Cheaters,"Grande Triche, La",US,,,,,,1999,4,Drame,2016-08-26T14:30:00,John Stockwell 
65589,"Gang des hors-la-loi, La","Gang des hors-la-loi, La",CA,,,,,,2014,4,Comédie,2016-08-26T20:00:00,Jean Beaudry 
64457,Sarah préfère la course,Sarah préfère la course,CA,QC,,,,,2013,4,Drame psychologique,2016-08-26T23:00:00,Chloé Robichaud 
57513,Sound of My Voice,"Voix du futur, La",US,,,,,,2011,4,Drame,2016-08-27T01:00:00,Zal Batmanglij 
48494,"Young Victoria, The",Victoria - Les Jeunes Années d'une reine,GB,US,,,,,2009,3,Drame biographique,2016-08-27T23:30:00,Jean-Marc Vallée 
39843,Shall We Dance?,Si on dansait?,US,,,,,,2004,5,Comédie sentimentale,2016-08-28T15:00:00,Peter Chelsom 
61246,Ruby Sparks,Ruby Sparks,US,,,,,,2012,4,Comédie sentimentale,2016-08-28T23:00:00,"Valerie Faris, Jonathan Dayton "
46003,Coraline,Coraline,US,,,,,,2008,3,Film d'animation,2016-08-29T00:45:00,Henry Selick 
61740,Thérèse Desqueyroux,Thérèse Desqueyroux,FR,,,,,,2012,4,Drame,2016-08-29T14:30:00,Claude Miller 
60623,"Words, The","Mots, Les",US,,,,,,2012,5,Drame sentimental,2016-08-30T00:00:00,"Brian Klugman, Lee Sternthal "
